Model,MDO3024
Firmware Version,1.10

Waveform Type,ANALOG,,
Point Format,Y,,
Horizontal Units,s,,
Horizontal Scale,4,,
Horizontal Delay,0,,
Sample Interval,0.0004,,
Record Length,100000,,
Gating,0.0% to 100.0%,,
Probe Attenuation,10,1,1
Vertical Units,V,V,V
Vertical Offset,0,0,0
Vertical Scale,1,0.5,0.5
Vertical Position,0.96,-1,-1.96
,,,
,,,
,,,
Label,,,
TIME,CH1,CH3,CH4
8.473600e+00,1.96,-0.06,0.12
8.474000e+00,2.04,-0.06,0.12
8.474400e+00,2,-0.06,0.12
8.474800e+00,2,-0.06,0.1
8.475200e+00,2,-0.08,0.12
8.475600e+00,2.04,-0.08,0.12
8.476000e+00,2,-0.06,0.12
8.476400e+00,2.04,-0.08,0.12
8.476800e+00,1.96,-0.06,0.12
8.477200e+00,2.04,-0.06,0.14
8.477600e+00,2.04,-0.08,0.12
8.478000e+00,1.96,-0.08,0.1
8.478400e+00,2,-0.06,0.12
8.478800e+00,2,-0.08,0.14
8.479200e+00,2.04,-0.06,0.12
8.479600e+00,1.96,-0.08,0.1
8.480000e+00,2,-0.08,0.12
8.480400e+00,2,-0.06,0.12
8.480800e+00,2.04,-0.06,0.12
8.481200e+00,2,-0.1,0.12
8.481600e+00,2,-0.06,0.12
8.482000e+00,2.04,-0.06,0.12
8.482400e+00,2,-0.06,0.1
8.482800e+00,2.04,-0.08,0.1
8.483200e+00,1.96,-0.06,0.12
8.483600e+00,2,-0.08,0.1
8.484000e+00,2,-0.08,0.12
8.484400e+00,2,-0.08,0.12
8.484800e+00,2.04,-0.08,0.14
8.485200e+00,2,-0.08,0.1
8.485600e+00,2.04,-0.06,0.12
8.486000e+00,1.96,-0.08,0.12
8.486400e+00,2,-0.06,0.14
8.486800e+00,2,-0.08,0.12
8.487200e+00,2,-0.06,0.12
8.487600e+00,2,-0.08,0.1
8.488000e+00,2,-0.08,0.1
8.488400e+00,1.96,-0.04,0.12
8.488800e+00,2,-0.1,0.12
8.489200e+00,2,-0.08,0.14
8.489600e+00,1.96,-0.08,0.12
8.490000e+00,2,-0.06,0.12
8.490400e+00,2,-0.08,0.12
8.490800e+00,1.96,-0.08,0.12
8.491200e+00,2,-0.08,0.12
8.491600e+00,2.04,-0.1,0.12
8.492000e+00,2,-0.08,0.12
8.492400e+00,2.04,-0.08,0.12
8.492800e+00,1.96,-0.06,0.1
8.493200e+00,2,-0.08,0.1
8.493600e+00,2,-0.04,0.12
8.494000e+00,2.04,-0.06,0.12
8.494400e+00,1.96,-0.08,0.12
8.494800e+00,2,-0.06,0.12
8.495200e+00,1.96,-0.08,0.14
8.495600e+00,1.96,-0.06,0.12
8.496000e+00,1.96,-0.08,0.12
8.496400e+00,2,-0.06,0.1
8.496800e+00,2.04,-0.08,0.12
8.497200e+00,2.04,-0.1,0.12
8.497600e+00,2,-0.08,0.12
8.498000e+00,2,-0.08,0.1
8.498400e+00,2,-0.06,0.14
8.498800e+00,1.96,-0.08,0.1
8.499200e+00,2.04,-0.06,0.12
8.499600e+00,2,-0.08,0.12
8.500000e+00,1.96,-0.04,0.12
8.500400e+00,2,-0.08,0.1
8.500800e+00,2,-0.08,0.1
8.501200e+00,1.96,-0.08,0.1
8.501600e+00,1.96,-0.08,0.12
8.502000e+00,2.04,-0.06,0.12
8.502400e+00,2,-0.06,0.12
8.502800e+00,1.96,-0.06,0.12
8.503200e+00,2,-0.06,0.12
8.503600e+00,1.96,-0.08,0.12
8.504000e+00,2.04,-0.06,0.12
8.504400e+00,2,-0.06,0.1
8.504800e+00,2,-0.08,0.12
8.505200e+00,2,-0.08,0.14
8.505600e+00,2.04,-0.1,0.1
8.506000e+00,1.96,-0.08,0.14
8.506400e+00,1.96,-0.1,0.12
8.506800e+00,1.96,-0.08,0.14
8.507200e+00,2.04,-0.08,0.12
8.507600e+00,1.96,-0.06,0.14
8.508000e+00,2.04,-0.06,0.12
8.508400e+00,1.96,-0.08,0.12
8.508800e+00,1.96,-0.06,0.12
8.509200e+00,2,-0.08,0.12
8.509600e+00,1.96,-0.1,0.12
8.510000e+00,2.04,-0.08,0.12
8.510400e+00,2.04,-0.06,0.1
8.510800e+00,2,-0.08,0.12
8.511200e+00,2,-0.06,0.12
8.511600e+00,2,-0.08,0.12
8.512000e+00,2,-0.08,0.12
8.512400e+00,2,-0.08,0.12
8.512800e+00,1.96,-0.06,0.12
8.513200e+00,2,-0.06,0.12
8.513600e+00,2,-0.06,0.12
8.514000e+00,2,-0.08,0.14
8.514400e+00,2,-0.08,0.12
8.514800e+00,2.04,-0.06,0.14
8.515200e+00,1.96,-0.08,0.12
8.515600e+00,2,-0.06,0.12
8.516000e+00,1.96,-0.08,0.1
8.516400e+00,2,-0.06,0.12
8.516800e+00,1.92,-0.08,0.12
8.517200e+00,1.96,-0.06,0.12
8.517600e+00,2,-0.06,0.1
8.518000e+00,2,-0.08,0.1
8.518400e+00,2,-0.06,0.14
8.518800e+00,2,-0.06,0.14
8.519200e+00,1.96,-0.08,0.12
8.519600e+00,1.96,-0.06,0.08
8.520000e+00,2.04,-0.08,0.14
8.520400e+00,2,-0.1,0.12
8.520800e+00,2.04,-0.08,0.12
8.521200e+00,2,-0.08,0.14
8.521600e+00,2,-0.06,0.12
8.522000e+00,1.96,-0.08,0.12
8.522400e+00,2,-0.08,0.1
8.522800e+00,2,-0.06,0.14
8.523200e+00,1.96,-0.06,0.14
8.523600e+00,2,-0.08,0.14
8.524000e+00,2,-0.08,0.1
8.524400e+00,2,-0.06,0.1
8.524800e+00,2,-0.08,0.14
8.525200e+00,2,-0.08,0.14
8.525600e+00,2.04,-0.08,0.12
8.526000e+00,2,-0.08,0.12
8.526400e+00,2.04,-0.06,0.12
8.526800e+00,2.04,-0.08,0.12
8.527200e+00,2,-0.06,0.12
8.527600e+00,2,-0.1,0.14
8.528000e+00,2.04,-0.08,0.12
8.528400e+00,2,-0.08,0.14
8.528800e+00,2,-0.08,0.14
8.529200e+00,2,-0.08,0.14
8.529600e+00,2,-0.06,0.14
8.530000e+00,2,-0.08,0.12
8.530400e+00,2,-0.1,0.14
8.530800e+00,2,-0.08,0.14
8.531200e+00,1.96,-0.06,0.12
8.531600e+00,2,-0.08,0.12
8.532000e+00,2,-0.1,0.12
8.532400e+00,2,-0.1,0.12
8.532800e+00,2,-0.08,0.12
8.533200e+00,2.04,-0.08,0.12
8.533600e+00,2,-0.08,0.12
8.534000e+00,2,-0.1,0.14
8.534400e+00,1.96,-0.06,0.12
8.534800e+00,2.04,-0.04,0.12
8.535200e+00,2,-0.08,0.12
8.535600e+00,1.96,-0.06,0.12
8.536000e+00,2,-0.08,0.12
8.536400e+00,1.96,-0.1,0.14
8.536800e+00,2,-0.08,0.12
8.537200e+00,2.04,-0.08,0.14
8.537600e+00,2.04,-0.08,0.12
8.538000e+00,2.04,-0.08,0.14
8.538400e+00,1.96,-0.08,0.12
8.538800e+00,2,-0.08,0.14
8.539200e+00,1.96,-0.08,0.12
8.539600e+00,1.96,-0.06,0.12
8.540000e+00,2,-0.08,0.12
8.540400e+00,1.92,-0.08,0.14
8.540800e+00,2,-0.06,0.16
8.541200e+00,1.96,-0.06,0.14
8.541600e+00,1.96,-0.08,0.14
8.542000e+00,2.04,-0.06,0.12
8.542400e+00,1.96,-0.06,0.12
8.542800e+00,1.96,-0.08,0.12
8.543200e+00,2,-0.08,0.14
8.543600e+00,2,-0.08,0.14
8.544000e+00,2.04,-0.08,0.12
8.544400e+00,2,-0.1,0.12
8.544800e+00,2,-0.06,0.12
8.545200e+00,1.96,-0.08,0.14
8.545600e+00,2,-0.1,0.14
8.546000e+00,2,-0.08,0.14
8.546400e+00,2,-0.1,0.14
8.546800e+00,1.96,-0.08,0.14
8.547200e+00,2.04,-0.08,0.14
8.547600e+00,1.96,-0.06,0.14
8.548000e+00,2.04,-0.06,0.12
8.548400e+00,1.96,-0.1,0.12
8.548800e+00,1.96,-0.08,0.14
8.549200e+00,2.04,-0.06,0.12
8.549600e+00,2,-0.08,0.14
8.550000e+00,2,-0.08,0.14
8.550400e+00,2,-0.08,0.14
8.550800e+00,2,-0.06,0.12
8.551200e+00,2,-0.08,0.14
8.551600e+00,1.96,-0.1,0.14
8.552000e+00,2,-0.08,0.1
8.552400e+00,2,-0.08,0.16
8.552800e+00,1.96,-0.06,0.12
8.553200e+00,2,-0.08,0.14
8.553600e+00,2.04,-0.08,0.14
8.554000e+00,2,-0.06,0.12
8.554400e+00,2.04,-0.06,0.12
8.554800e+00,2,-0.06,0.14
8.555200e+00,1.96,-0.06,0.14
8.555600e+00,2,-0.1,0.14
8.556000e+00,2,-0.08,0.14
8.556400e+00,1.96,-0.08,0.14
8.556800e+00,2,-0.08,0.14
8.557200e+00,2,-0.08,0.14
8.557600e+00,2,-0.08,0.14
8.558000e+00,2.08,-0.06,0.12
8.558400e+00,1.92,-0.06,0.14
8.558800e+00,2,-0.08,0.12
8.559200e+00,2,-0.08,0.16
8.559600e+00,2,-0.08,0.14
8.560000e+00,2,-0.08,0.14
8.560400e+00,2,-0.08,0.14
8.560800e+00,2.04,-0.08,0.12
8.561200e+00,2,-0.08,0.12
8.561600e+00,2,-0.1,0.12
8.562000e+00,1.96,-0.08,0.12
8.562400e+00,2,-0.08,0.16
8.562800e+00,2.04,-0.06,0.14
8.563200e+00,1.96,-0.08,0.12
8.563600e+00,2,-0.08,0.14
8.564000e+00,2.04,-0.06,0.12
8.564400e+00,2,-0.08,0.14
8.564800e+00,2,-0.08,0.14
8.565200e+00,2.04,-0.08,0.14
8.565600e+00,2,-0.08,0.12
8.566000e+00,2.04,-0.08,0.14
8.566400e+00,2,-0.08,0.14
8.566800e+00,2.04,-0.08,0.14
8.567200e+00,1.96,-0.06,0.14
8.567600e+00,2,-0.08,0.14
8.568000e+00,2.04,-0.08,0.14
8.568400e+00,1.96,-0.08,0.14
8.568800e+00,2.04,-0.08,0.12
8.569200e+00,2,-0.06,0.16
8.569600e+00,2.04,-0.08,0.14
8.570000e+00,1.96,-0.06,0.14
8.570400e+00,2,-0.06,0.12
8.570800e+00,2,-0.1,0.12
8.571200e+00,2.04,-0.08,0.12
8.571600e+00,2.04,-0.08,0.14
8.572000e+00,2,-0.08,0.12
8.572400e+00,2,-0.08,0.14
8.572800e+00,2,-0.08,0.14
8.573200e+00,2,-0.08,0.12
8.573600e+00,2.04,-0.1,0.12
8.574000e+00,2,-0.08,0.14
8.574400e+00,2.04,-0.1,0.14
8.574800e+00,2,-0.08,0.12
8.575200e+00,1.96,-0.1,0.14
8.575600e+00,2.04,-0.1,0.14
8.576000e+00,2,-0.08,0.16
8.576400e+00,2,-0.08,0.14
8.576800e+00,1.96,-0.08,0.14
8.577200e+00,2,-0.08,0.12
8.577600e+00,1.96,-0.08,0.14
8.578000e+00,2,-0.1,0.14
8.578400e+00,2,-0.06,0.16
8.578800e+00,2,-0.08,0.14
8.579200e+00,2,-0.1,0.1
8.579600e+00,2,-0.08,0.14
8.580000e+00,2,-0.08,0.14
8.580400e+00,2,-0.08,0.1
8.580800e+00,1.96,-0.08,0.14
8.581200e+00,1.96,-0.08,0.12
8.581600e+00,1.96,-0.08,0.14
8.582000e+00,2,-0.1,0.1
8.582400e+00,2.04,-0.1,0.12
8.582800e+00,2,-0.08,0.14
8.583200e+00,2,-0.06,0.14
8.583600e+00,2,-0.08,0.14
8.584000e+00,1.96,-0.08,0.12
8.584400e+00,2,-0.1,0.14
8.584800e+00,2,-0.1,0.14
8.585200e+00,1.96,-0.08,0.12
8.585600e+00,2,-0.1,0.14
8.586000e+00,2,-0.08,0.14
8.586400e+00,2,-0.06,0.12
8.586800e+00,2.04,-0.08,0.12
8.587200e+00,1.96,-0.1,0.12
8.587600e+00,2,-0.1,0.14
8.588000e+00,2,-0.08,0.14
8.588400e+00,2,-0.08,0.12
8.588800e+00,2.04,-0.08,0.12
8.589200e+00,2,-0.08,0.14
8.589600e+00,2,-0.1,0.14
8.590000e+00,1.96,-0.1,0.14
8.590400e+00,2.04,-0.08,0.14
8.590800e+00,2.04,-0.08,0.14
8.591200e+00,2,-0.08,0.12
8.591600e+00,2.04,-0.1,0.14
8.592000e+00,2,-0.08,0.14
8.592400e+00,1.96,-0.08,0.14
8.592800e+00,1.96,-0.06,0.16
8.593200e+00,1.96,-0.1,0.14
8.593600e+00,2,-0.08,0.14
8.594000e+00,1.96,-0.08,0.12
8.594400e+00,2,-0.06,0.16
8.594800e+00,2,-0.08,0.14
8.595200e+00,2.04,-0.08,0.12
8.595600e+00,2,-0.08,0.14
8.596000e+00,2,-0.08,0.14
8.596400e+00,1.96,-0.1,0.12
8.596800e+00,2.04,-0.08,0.16
8.597200e+00,2.04,-0.1,0.14
8.597600e+00,1.96,-0.08,0.14
8.598000e+00,2,-0.08,0.12
8.598400e+00,1.96,-0.1,0.14
8.598800e+00,1.92,-0.08,0.14
8.599200e+00,2.04,-0.1,0.12
8.599600e+00,2,-0.1,0.14
8.600000e+00,2,-0.08,0.16
8.600400e+00,1.96,-0.08,0.14
8.600800e+00,2,-0.08,0.14
8.601200e+00,2,-0.06,0.14
8.601600e+00,1.96,-0.1,0.14
8.602000e+00,2.04,-0.08,0.16
8.602400e+00,2,-0.06,0.14
8.602800e+00,2,-0.08,0.14
8.603200e+00,1.96,-0.06,0.14
8.603600e+00,2.04,-0.08,0.14
8.604000e+00,2,-0.08,0.14
8.604400e+00,2.04,-0.1,0.14
8.604800e+00,1.96,-0.1,0.14
8.605200e+00,2,-0.08,0.14
8.605600e+00,2.04,-0.08,0.14
8.606000e+00,2,-0.1,0.14
8.606400e+00,2.04,-0.08,0.14
8.606800e+00,2,-0.08,0.16
8.607200e+00,2,-0.1,0.16
8.607600e+00,2,-0.08,0.12
8.608000e+00,2,-0.08,0.16
8.608400e+00,1.96,-0.08,0.14
8.608800e+00,2,-0.12,0.14
8.609200e+00,1.96,-0.1,0.14
8.609600e+00,2,-0.1,0.14
8.610000e+00,1.96,-0.06,0.16
8.610400e+00,2,-0.1,0.12
8.610800e+00,1.96,-0.1,0.14
8.611200e+00,2,-0.1,0.14
8.611600e+00,2.04,-0.1,0.14
8.612000e+00,2,-0.08,0.14
8.612400e+00,1.96,-0.08,0.16
8.612800e+00,2.04,-0.1,0.16
8.613200e+00,1.96,-0.08,0.14
8.613600e+00,2,-0.1,0.14
8.614000e+00,2,-0.1,0.12
8.614400e+00,2,-0.08,0.14
8.614800e+00,2,-0.1,0.14
8.615200e+00,2,-0.08,0.12
8.615600e+00,1.96,-0.08,0.14
8.616000e+00,2.04,-0.1,0.14
8.616400e+00,2,-0.08,0.14
8.616800e+00,2,-0.1,0.14
8.617200e+00,2,-0.08,0.12
8.617600e+00,2,-0.08,0.14
8.618000e+00,2,-0.08,0.14
8.618400e+00,2.04,-0.08,0.14
8.618800e+00,1.96,-0.06,0.14
8.619200e+00,2.04,-0.08,0.14
8.619600e+00,2.04,-0.1,0.14
8.620000e+00,2,-0.1,0.14
8.620400e+00,2.04,-0.08,0.16
8.620800e+00,2.04,-0.1,0.12
8.621200e+00,1.96,-0.08,0.16
8.621600e+00,2,-0.08,0.12
8.622000e+00,1.96,-0.06,0.12
8.622400e+00,2.04,-0.08,0.14
8.622800e+00,2.04,-0.1,0.14
8.623200e+00,1.96,-0.08,0.16
8.623600e+00,2,-0.08,0.16
8.624000e+00,2,-0.08,0.14
8.624400e+00,1.92,-0.1,0.14
8.624800e+00,2.04,-0.1,0.14
8.625200e+00,2.04,-0.08,0.14
8.625600e+00,2.04,-0.1,0.14
8.626000e+00,2.04,-0.1,0.14
8.626400e+00,2.04,-0.1,0.14
8.626800e+00,2,-0.06,0.16
8.627200e+00,2,-0.1,0.16
8.627600e+00,2,-0.1,0.14
8.628000e+00,2.04,-0.1,0.14
8.628400e+00,2.04,-0.1,0.14
8.628800e+00,1.96,-0.08,0.14
8.629200e+00,2,-0.08,0.14
8.629600e+00,2,-0.06,0.14
8.630000e+00,1.96,-0.08,0.14
8.630400e+00,2,-0.08,0.14
8.630800e+00,1.96,-0.08,0.14
8.631200e+00,2,-0.08,0.14
8.631600e+00,1.96,-0.1,0.14
8.632000e+00,2,-0.1,0.14
8.632400e+00,2,-0.1,0.16
8.632800e+00,1.96,-0.1,0.16
8.633200e+00,2,-0.1,0.16
8.633600e+00,1.96,-0.08,0.14
8.634000e+00,2,-0.08,0.14
8.634400e+00,1.96,-0.08,0.14
8.634800e+00,2,-0.06,0.14
8.635200e+00,2.04,-0.08,0.18
8.635600e+00,2,-0.08,0.16
8.636000e+00,1.96,-0.08,0.14
8.636400e+00,1.96,-0.08,0.14
8.636800e+00,2.04,-0.08,0.16
8.637200e+00,1.96,-0.1,0.14
8.637600e+00,2,-0.1,0.14
8.638000e+00,2,-0.1,0.16
8.638400e+00,2,-0.1,0.16
8.638800e+00,2,-0.08,0.14
8.639200e+00,1.96,-0.08,0.12
8.639600e+00,2,-0.1,0.18
8.640000e+00,2,-0.08,0.16
8.640400e+00,2.04,-0.08,0.16
8.640800e+00,2,-0.08,0.16
8.641200e+00,1.96,-0.1,0.14
8.641600e+00,1.96,-0.08,0.14
8.642000e+00,2,-0.06,0.16
8.642400e+00,2,-0.08,0.16
8.642800e+00,2,-0.1,0.14
8.643200e+00,2,-0.1,0.16
8.643600e+00,2.04,-0.08,0.14
8.644000e+00,2,-0.08,0.16
8.644400e+00,2,-0.08,0.14
8.644800e+00,1.96,-0.08,0.14
8.645200e+00,2.04,-0.1,0.14
8.645600e+00,2,-0.06,0.14
8.646000e+00,2,-0.08,0.16
8.646400e+00,2.04,-0.08,0.14
8.646800e+00,2.04,-0.08,0.14
8.647200e+00,2,-0.06,0.14
8.647600e+00,2,-0.1,0.16
8.648000e+00,2.04,-0.08,0.12
8.648400e+00,2,-0.1,0.16
8.648800e+00,2,-0.08,0.14
8.649200e+00,2,-0.08,0.16
8.649600e+00,2,-0.08,0.14
8.650000e+00,2,-0.08,0.16
8.650400e+00,2,-0.08,0.16
8.650800e+00,2.08,-0.1,0.14
8.651200e+00,2,-0.08,0.14
8.651600e+00,2,-0.08,0.14
8.652000e+00,2,-0.08,0.14
8.652400e+00,2,-0.1,0.14
8.652800e+00,2.04,-0.1,0.14
8.653200e+00,2,-0.08,0.16
8.653600e+00,2.04,-0.1,0.16
8.654000e+00,2.04,-0.1,0.14
8.654400e+00,2,-0.1,0.18
8.654800e+00,2,-0.08,0.16
8.655200e+00,2,-0.08,0.14
8.655600e+00,2.04,-0.12,0.14
8.656000e+00,2,-0.1,0.14
8.656400e+00,2.04,-0.06,0.16
8.656800e+00,2,-0.1,0.14
8.657200e+00,2.04,-0.08,0.14
8.657600e+00,1.96,-0.1,0.16
8.658000e+00,1.96,-0.1,0.14
8.658400e+00,2.04,-0.08,0.16
8.658800e+00,2.04,-0.1,0.16
8.659200e+00,2.04,-0.1,0.16
8.659600e+00,1.96,-0.08,0.14
8.660000e+00,2,-0.06,0.16
8.660400e+00,2,-0.1,0.16
8.660800e+00,2.04,-0.1,0.14
8.661200e+00,1.96,-0.08,0.14
8.661600e+00,2.08,-0.1,0.14
8.662000e+00,2,-0.08,0.14
8.662400e+00,2,-0.1,0.16
8.662800e+00,2,-0.1,0.16
8.663200e+00,2,-0.08,0.14
8.663600e+00,2,-0.08,0.14
8.664000e+00,2,-0.1,0.14
8.664400e+00,2,-0.08,0.16
8.664800e+00,2,-0.08,0.16
8.665200e+00,2,-0.06,0.14
8.665600e+00,1.96,-0.08,0.14
8.666000e+00,1.96,-0.12,0.16
8.666400e+00,1.96,-0.1,0.14
8.666800e+00,2,-0.08,0.16
8.667200e+00,2,-0.08,0.16
8.667600e+00,1.96,-0.1,0.14
8.668000e+00,2,-0.1,0.18
8.668400e+00,2,-0.1,0.16
8.668800e+00,2,-0.08,0.14
8.669200e+00,2,-0.1,0.16
8.669600e+00,2,-0.08,0.14
8.670000e+00,2.04,-0.08,0.14
8.670400e+00,2.04,-0.08,0.16
8.670800e+00,2,-0.1,0.16
8.671200e+00,2,-0.1,0.16
8.671600e+00,2,-0.08,0.16
8.672000e+00,1.96,-0.1,0.18
8.672400e+00,1.96,-0.08,0.14
8.672800e+00,2,-0.1,0.14
8.673200e+00,2,-0.1,0.14
8.673600e+00,1.96,-0.1,0.16
8.674000e+00,2,-0.1,0.16
8.674400e+00,1.96,-0.08,0.16
8.674800e+00,2.04,-0.1,0.14
8.675200e+00,2.04,-0.1,0.14
8.675600e+00,2.04,-0.1,0.14
8.676000e+00,2.04,-0.1,0.16
8.676400e+00,2.04,-0.08,0.18
8.676800e+00,2,-0.1,0.16
8.677200e+00,2.04,-0.08,0.14
8.677600e+00,2,-0.1,0.16
8.678000e+00,2.04,-0.1,0.16
8.678400e+00,2,-0.12,0.14
8.678800e+00,2,-0.08,0.16
8.679200e+00,2.04,-0.12,0.16
8.679600e+00,1.92,-0.1,0.16
8.680000e+00,2,-0.08,0.16
8.680400e+00,2,-0.1,0.16
8.680800e+00,2.04,-0.1,0.14
8.681200e+00,1.96,-0.08,0.14
8.681600e+00,1.96,-0.1,0.16
8.682000e+00,2,-0.1,0.14
8.682400e+00,2,-0.1,0.18
8.682800e+00,2,-0.1,0.12
8.683200e+00,2.04,-0.1,0.16
8.683600e+00,2,-0.1,0.16
8.684000e+00,1.96,-0.1,0.16
8.684400e+00,2,-0.08,0.16
8.684800e+00,2.04,-0.1,0.16
8.685200e+00,2,-0.1,0.14
8.685600e+00,2.04,-0.1,0.18
8.686000e+00,2,-0.08,0.16
8.686400e+00,2,-0.12,0.16
8.686800e+00,2,-0.06,0.16
8.687200e+00,2,-0.08,0.14
8.687600e+00,2,-0.08,0.16
8.688000e+00,2,-0.1,0.14
8.688400e+00,2.04,-0.08,0.14
8.688800e+00,2,-0.08,0.16
8.689200e+00,2,-0.1,0.14
8.689600e+00,2.04,-0.08,0.16
8.690000e+00,2,-0.1,0.16
8.690400e+00,2,-0.1,0.16
8.690800e+00,2.04,-0.08,0.16
8.691200e+00,2,-0.08,0.14
8.691600e+00,2.04,-0.08,0.14
8.692000e+00,2.04,-0.1,0.16
8.692400e+00,2,-0.08,0.16
8.692800e+00,1.96,-0.08,0.16
8.693200e+00,1.96,-0.1,0.14
8.693600e+00,2,-0.1,0.14
8.694000e+00,2,-0.1,0.16
8.694400e+00,2,-0.08,0.14
8.694800e+00,2,-0.1,0.16
8.695200e+00,2,-0.1,0.16
8.695600e+00,2.04,-0.1,0.18
8.696000e+00,2.04,-0.1,0.14
8.696400e+00,2,-0.1,0.18
8.696800e+00,2.04,-0.08,0.16
8.697200e+00,2.04,-0.08,0.16
8.697600e+00,1.92,-0.1,0.16
8.698000e+00,2,-0.1,0.14
8.698400e+00,2,-0.1,0.16
8.698800e+00,2,-0.1,0.16
8.699200e+00,2,-0.1,0.16
8.699600e+00,2,-0.1,0.14
8.700000e+00,1.96,-0.08,0.16
8.700400e+00,2,-0.08,0.16
8.700800e+00,1.96,-0.1,0.18
8.701200e+00,2.04,-0.1,0.14
8.701600e+00,2.04,-0.1,0.16
8.702000e+00,2,-0.08,0.14
8.702400e+00,1.96,-0.1,0.14
8.702800e+00,2.04,-0.1,0.14
8.703200e+00,2,-0.1,0.14
8.703600e+00,2,-0.1,0.14
8.704000e+00,2.04,-0.08,0.18
8.704400e+00,2,-0.08,0.16
8.704800e+00,2,-0.1,0.16
8.705200e+00,1.96,-0.1,0.16
8.705600e+00,2,-0.08,0.16
8.706000e+00,2.04,-0.1,0.16
8.706400e+00,1.96,-0.08,0.18
8.706800e+00,2,-0.1,0.18
8.707200e+00,1.96,-0.12,0.16
8.707600e+00,2,-0.1,0.16
8.708000e+00,2.04,-0.1,0.16
8.708400e+00,2,-0.1,0.16
8.708800e+00,2,-0.1,0.18
8.709200e+00,2,-0.1,0.16
8.709600e+00,2.04,-0.08,0.16
8.710000e+00,1.96,-0.1,0.18
8.710400e+00,2,-0.1,0.16
8.710800e+00,1.96,-0.08,0.16
8.711200e+00,2,-0.1,0.16
8.711600e+00,1.96,-0.1,0.16
8.712000e+00,2,-0.1,0.16
8.712400e+00,2.04,-0.08,0.16
8.712800e+00,1.96,-0.1,0.16
8.713200e+00,2,-0.08,0.16
8.713600e+00,2,-0.1,0.14
8.714000e+00,1.96,-0.1,0.16
8.714400e+00,2,-0.08,0.16
8.714800e+00,2.04,-0.1,0.14
8.715200e+00,2,-0.1,0.16
8.715600e+00,2.04,-0.1,0.16
8.716000e+00,2,-0.1,0.16
8.716400e+00,2,-0.12,0.14
8.716800e+00,2.04,-0.1,0.18
8.717200e+00,2.04,-0.1,0.16
8.717600e+00,2,-0.1,0.16
8.718000e+00,2.04,-0.1,0.16
8.718400e+00,2,-0.08,0.16
8.718800e+00,2.04,-0.1,0.14
8.719200e+00,2,-0.1,0.18
8.719600e+00,2.04,-0.08,0.16
8.720000e+00,2,-0.1,0.14
8.720400e+00,2,-0.08,0.14
8.720800e+00,2,-0.1,0.16
8.721200e+00,2,-0.08,0.16
8.721600e+00,2.04,-0.08,0.18
8.722000e+00,2,-0.1,0.2
8.722400e+00,2,-0.06,0.18
8.722800e+00,2,-0.08,0.16
8.723200e+00,2,-0.1,0.14
8.723600e+00,2.04,-0.08,0.16
8.724000e+00,2.04,-0.08,0.16
8.724400e+00,2,-0.08,0.14
8.724800e+00,1.96,-0.12,0.16
8.725200e+00,1.96,-0.08,0.16
8.725600e+00,2,-0.1,0.14
8.726000e+00,2,-0.1,0.16
8.726400e+00,2,-0.1,0.18
8.726800e+00,2,-0.1,0.16
8.727200e+00,2,-0.1,0.16
8.727600e+00,1.96,-0.12,0.14
8.728000e+00,2,-0.1,0.16
8.728400e+00,2.04,-0.1,0.14
8.728800e+00,2.04,-0.1,0.16
8.729200e+00,2,-0.08,0.16
8.729600e+00,2,-0.1,0.16
8.730000e+00,2,-0.08,0.16
8.730400e+00,2,-0.1,0.16
8.730800e+00,1.96,-0.1,0.16
8.731200e+00,2,-0.1,0.16
8.731600e+00,2,-0.1,0.18
8.732000e+00,2,-0.1,0.18
8.732400e+00,1.96,-0.1,0.16
8.732800e+00,2,-0.1,0.16
8.733200e+00,2,-0.1,0.14
8.733600e+00,2,-0.1,0.2
8.734000e+00,2,-0.08,0.18
8.734400e+00,2,-0.1,0.18
8.734800e+00,2,-0.08,0.16
8.735200e+00,2,-0.08,0.16
8.735600e+00,2,-0.1,0.14
8.736000e+00,2,-0.1,0.16
8.736400e+00,2,-0.1,0.16
8.736800e+00,2.04,-0.1,0.16
8.737200e+00,1.96,-0.1,0.16
8.737600e+00,2,-0.08,0.18
8.738000e+00,2,-0.08,0.18
8.738400e+00,2.04,-0.12,0.16
8.738800e+00,2,-0.08,0.16
8.739200e+00,2,-0.1,0.14
8.739600e+00,1.96,-0.08,0.14
8.740000e+00,2.04,-0.08,0.16
8.740400e+00,2,-0.1,0.14
8.740800e+00,1.96,-0.1,0.16
8.741200e+00,2.04,-0.1,0.14
8.741600e+00,1.96,-0.1,0.16
8.742000e+00,2.04,-0.1,0.16
8.742400e+00,2,-0.08,0.16
8.742800e+00,2,-0.08,0.16
8.743200e+00,2,-0.1,0.16
8.743600e+00,2,-0.08,0.16
8.744000e+00,2,-0.1,0.14
8.744400e+00,2.04,-0.1,0.14
8.744800e+00,2,-0.1,0.18
8.745200e+00,2,-0.1,0.16
8.745600e+00,2,-0.1,0.16
8.746000e+00,1.96,-0.1,0.18
8.746400e+00,2,-0.08,0.16
8.746800e+00,2,-0.1,0.16
8.747200e+00,2,-0.1,0.16
8.747600e+00,2.04,-0.1,0.18
8.748000e+00,1.96,-0.1,0.16
8.748400e+00,1.96,-0.1,0.16
8.748800e+00,2,-0.1,0.16
8.749200e+00,1.96,-0.1,0.16
8.749600e+00,2,-0.1,0.16
